ticket_id,ticket_text,category
TKT-139198,Pending payment not updated after latest update,Transaction Delay
TKT-139199,KYC documents under review on web portal,KYC Verification
TKT-139200,Refund delayed for failed transaction in mobile application,Refund Request
TKT-139201,Login blocked after suspicious activity in mobile application,Account Locked
TKT-139202,Incorrect refund amount received on web portal,Refund Request
TKT-139203,Identity verification rejected in mobile application,KYC Verification
TKT-139204,Billing issue for subscription plan after retrying multiple times,Subscription Issue
TKT-139205,Received fraud alert notification for international transaction,Fraud Alert
TKT-139206,Login blocked after suspicious activity during peak traffic,Account Locked
TKT-139207,Cancelled order but refund pending in mobile application,Refund Request
TKT-139208,Unauthorized transaction detected for last 2 hours,Fraud Alert
TKT-139209,Plan benefits not activated after retrying multiple times,Subscription Issue
TKT-139210,Pending payment not updated during checkout,Transaction Delay
TKT-139211,Address proof not accepted while using net banking,KYC Verification
TKT-139212,Address proof not accepted during checkout,KYC Verification
TKT-139213,Payment gateway returned error while using net banking,Payment Failure
TKT-139214,Auto renewal not working on web portal,Subscription Issue
TKT-139215,User account temporarily suspended during checkout,Account Locked
TKT-139216,Fraudulent transfer detected in mobile application,Fraud Alert
TKT-139217,Refund not received after cancellation during peak traffic,Refund Request
TKT-139218,Unrecognized transaction in statement since morning,Fraud Alert
TKT-139219,Unauthorized transaction detected on web portal,Fraud Alert
TKT-139220,Card charged twice for same purchase since morning,Payment Failure
TKT-139221,Document upload failed during KYC for last 2 hours,KYC Verification
TKT-139222,Forgot password link expired for last 2 hours,Account Locked
TKT-139223,Verification process stuck after retrying multiple times,KYC Verification
TKT-139224,Incorrect refund amount received after retrying multiple times,Refund Request
TKT-139225,Address proof not accepted while using net banking,KYC Verification
TKT-139226,Unable to login after password reset after retrying multiple times,Account Locked
TKT-139227,Refund delayed for failed transaction after latest update,Refund Request
TKT-139228,OTP verification not working during checkout,Account Locked
TKT-139229,Refund initiated but not credited for international transaction,Refund Request
TKT-139230,Transaction confirmation not received after latest update,Transaction Delay
TKT-139231,Received fraud alert notification after retrying multiple times,Fraud Alert
TKT-139232,Need refund for duplicate payment after retrying multiple times,Refund Request
TKT-139233,Suspicious debit from unknown merchant after retrying multiple times,Fraud Alert
TKT-139234,Auto renewal not working on web portal,Subscription Issue
TKT-139235,Address proof not accepted after latest update,KYC Verification
TKT-139236,Webhook endpoint not responding after latest update,API Failure
TKT-139237,Address proof not accepted during peak traffic,KYC Verification
TKT-139238,UPI transaction still processing since morning,Transaction Delay
TKT-139239,UPI transaction still processing in mobile application,Transaction Delay
TKT-139240,Account locked due to multiple failed attempts while using net banking,Account Locked
TKT-139241,Waiting for refund since last week on web portal,Refund Request
TKT-139242,Unable to login after password reset during peak traffic,Account Locked
TKT-139243,Unable to renew premium subscription after retrying multiple times,Subscription Issue
TKT-139244,Cancelled order but refund pending while using net banking,Refund Request
TKT-139245,PAN verification unsuccessful for last 2 hours,KYC Verification
TKT-139246,Unable to complete payment via UPI on web portal,Payment Failure
TKT-139247,Unauthorized transaction detected for international transaction,Fraud Alert
TKT-139248,Forgot password link expired while using net banking,Account Locked
TKT-139249,API authentication failed during checkout,API Failure
TKT-139250,KYC documents under review after retrying multiple times,KYC Verification
TKT-139251,Unable to complete customer verification after latest update,KYC Verification
TKT-139252,Refund not received after cancellation for last 2 hours,Refund Request
TKT-139253,Cancelled order but refund pending after latest update,Refund Request
TKT-139254,Transaction confirmation not received while using net banking,Transaction Delay
TKT-139255,Identity verification rejected while using net banking,KYC Verification
TKT-139256,KYC verification pending for many days after latest update,KYC Verification
TKT-139257,Plan benefits not activated after latest update,Subscription Issue
TKT-139258,Unable to login after password reset after retrying multiple times,Account Locked
TKT-139259,Request failing with status code 503 in mobile application,API Failure
TKT-139260,Plan benefits not activated since morning,Subscription Issue
TKT-139261,Unable to renew premium subscription on web portal,Subscription Issue
TKT-139262,KYC verification pending for many days after retrying multiple times,KYC Verification
TKT-139263,Payment stuck in pending state on web portal,Transaction Delay
TKT-139264,Delayed settlement for bank transfer on web portal,Transaction Delay
TKT-139265,Credit card payment unsuccessful in mobile application,Payment Failure
TKT-139266,Refund not received after cancellation in mobile application,Refund Request
TKT-139267,Webhook endpoint not responding in mobile application,API Failure
TKT-139268,Access denied after security check after retrying multiple times,Account Locked
TKT-139269,Unable to renew premium subscription during peak traffic,Subscription Issue
TKT-139270,Forgot password link expired on web portal,Account Locked
TKT-139271,Premium features inaccessible during checkout,Subscription Issue
TKT-139272,Billing issue for subscription plan after latest update,Subscription Issue
TKT-139273,Access denied after security check while using net banking,Account Locked
TKT-139274,Service unavailable during API request after latest update,API Failure
TKT-139275,Transaction failed but money debited on web portal,Payment Failure
TKT-139276,Premium features inaccessible on web portal,Subscription Issue
TKT-139277,Payment stuck in pending state during checkout,Transaction Delay
TKT-139278,Forgot password link expired on web portal,Account Locked
TKT-139279,Online payment not processing on web portal,Payment Failure
TKT-139280,Received fraud alert notification in mobile application,Fraud Alert
TKT-139281,Login blocked after suspicious activity during peak traffic,Account Locked
TKT-139282,Subscription payment failed since morning,Subscription Issue
TKT-139283,PAN verification unsuccessful on web portal,KYC Verification
TKT-139284,Fund transfer processing slowly during checkout,Transaction Delay
TKT-139285,Webhook endpoint not responding in mobile application,API Failure
TKT-139286,Refund status not updated for last 2 hours,Refund Request
TKT-139287,Frequent API connection resets for international transaction,API Failure
