incident_title,affected_users,cpu_usage,error_rate,severity
SSL expires in 10 days,0,28,0,Informational
Core API crash,41711,96,91,Critical
Routine maintenance notice,0,29,0,Informational
Cache miss increase,2242,60,13,Medium
Elevated latency observed,3983,79,16,Medium
Login API timeout,24150,89,45,High
Intermittent connection issues,2249,65,6,Medium
Cache miss increase,5282,68,19,Medium
Core API crash,10634,95,73,Critical
Monitoring alert review,0,16,0,Informational
Memory usage elevated,290,51,3,Low
Core API crash,33834,92,76,Critical
Login API timeout,22180,91,32,High
SSL expires in 10 days,0,22,0,Informational
Backup delay detected,989,38,4,Low
Authentication service outage,32422,91,76,Critical
Search response degraded,9009,67,23,Medium
Production database down,65468,95,40,Critical
Monitoring alert review,0,27,0,Informational
Search response degraded,3622,73,13,Medium
CPU threshold warning,873,67,0,Low
Search response degraded,1167,78,21,Medium
Cache miss increase,520,73,13,Medium
Routine maintenance notice,0,32,0,Informational
Disk usage warning,1640,40,6,Low
Intermittent connection issues,8954,80,5,Medium
CPU threshold warning,1801,54,0,Low
SSL expires in 10 days,0,6,0,Informational
High error rate detected,27634,81,23,High
Authentication service outage,80938,99,93,Critical
Capacity report generated,0,6,0,Informational
Memory usage elevated,6,74,7,Low
Capacity report generated,0,15,0,Informational
Search response degraded,2408,80,9,Medium
SSL expires in 10 days,0,12,0,Informational
CPU threshold warning,139,60,4,Low
Backup delay detected,170,49,3,Low
Message queue backlog,18100,79,59,High
High error rate detected,6126,85,27,High
Production database down,29166,86,63,Critical
Login API timeout,3187,84,41,High
Login API timeout,25392,89,40,High
Cache miss increase,8881,72,12,Medium
Intermittent connection issues,5123,77,6,Medium
Elevated latency observed,7003,71,29,Medium
Memory usage elevated,74,37,4,Low
Regional service degradation,14691,84,57,High
SSL expires in 10 days,0,20,0,Informational
Routine maintenance notice,0,7,0,Informational
Capacity report generated,0,36,0,Informational
Capacity report generated,0,21,0,Informational
Elevated latency observed,8586,75,19,Medium
Regional service degradation,21469,95,27,High
Regional service degradation,6926,90,24,High
Elevated latency observed,7495,58,23,Medium
Intermittent connection issues,9128,68,11,Medium
Login API timeout,23351,95,48,High
Search response degraded,9204,62,25,Medium
Login API timeout,15326,87,30,High
Message queue backlog,27616,85,44,High
Regional service degradation,5961,94,35,High
Cache miss increase,9530,57,25,Medium
Routine maintenance notice,0,46,0,Informational
Memory usage elevated,1185,47,3,Low
Memory usage elevated,414,62,7,Low
Elevated latency observed,7717,73,16,Medium
Elevated latency observed,9093,84,9,Medium
Authentication service outage,54128,91,46,Critical
Elevated latency observed,619,79,19,Medium
Search response degraded,1141,81,16,Medium
Intermittent connection issues,8470,58,15,Medium
Message queue backlog,7354,85,53,High
High error rate detected,27222,75,34,High
Cache miss increase,6957,71,5,Medium
Cache miss increase,7333,82,27,Medium
Backup delay detected,160,68,8,Low
Routine maintenance notice,0,40,0,Informational
Search response degraded,5278,84,13,Medium
Regional service degradation,19365,87,33,High
Production database down,11582,85,73,Critical
CPU threshold warning,239,46,8,Low
Regional service degradation,14127,88,59,High
Message queue backlog,8776,75,51,High
Backup delay detected,788,56,8,Low
SSL expires in 10 days,0,6,0,Informational
CPU threshold warning,1504,59,8,Low
Memory usage elevated,257,48,1,Low
High error rate detected,20950,95,51,High
Intermittent connection issues,3592,70,29,Medium
Routine maintenance notice,0,12,0,Informational
Intermittent connection issues,4847,76,10,Medium
Memory usage elevated,294,61,9,Low
Memory usage elevated,1026,43,6,Low
Regional service degradation,28899,91,53,High
CPU threshold warning,107,58,9,Low
Disk usage warning,164,39,5,Low
Regional service degradation,6263,78,40,High
Disk usage warning,1221,74,2,Low
Login API timeout,12926,93,37,High
Capacity report generated,0,40,0,Informational
Search response degraded,7830,66,26,Medium
Search response degraded,7751,83,12,Medium
High error rate detected,23763,78,54,High
Payment gateway unavailable,68268,85,67,Critical
Disk usage warning,539,43,9,Low
Cache miss increase,1002,71,7,Medium
Capacity report generated,0,38,0,Informational
Core API crash,47713,94,90,Critical
Elevated latency observed,4923,64,5,Medium
Monitoring alert review,0,23,0,Informational
SSL expires in 10 days,0,5,0,Informational
Payment gateway unavailable,55663,98,46,Critical
Memory usage elevated,207,42,0,Low
Memory usage elevated,120,43,2,Low
Memory usage elevated,739,55,2,Low
CPU threshold warning,1013,50,6,Low
Login API timeout,17033,81,59,High
Routine maintenance notice,0,15,0,Informational
Regional service degradation,23808,91,46,High
Login API timeout,27844,81,55,High
Cache miss increase,8029,78,10,Medium
CPU threshold warning,927,35,8,Low
Routine maintenance notice,0,39,0,Informational
Message queue backlog,3551,88,58,High
Elevated latency observed,2065,61,24,Medium
Backup delay detected,889,66,8,Low
Backup delay detected,831,71,0,Low
Intermittent connection issues,9519,62,18,Medium
Search response degraded,2405,68,13,Medium
Intermittent connection issues,8050,75,5,Medium
Capacity report generated,0,39,0,Informational
Regional service degradation,19144,76,59,High
Routine maintenance notice,0,37,0,Informational
SSL expires in 10 days,0,26,0,Informational
Disk usage warning,986,36,8,Low
Cache miss increase,1885,79,17,Medium
Intermittent connection issues,8307,78,17,Medium
Authentication service outage,74212,87,48,Critical
Intermittent connection issues,3039,72,16,Medium
Monitoring alert review,0,27,0,Informational
High error rate detected,19721,94,48,High
Capacity report generated,0,12,0,Informational
Intermittent connection issues,6568,56,24,Medium
Backup delay detected,1182,43,3,Low
Monitoring alert review,0,41,0,Informational
CPU threshold warning,39,53,9,Low
Core API crash,88143,97,77,Critical
Production database down,21344,94,94,Critical
Cache miss increase,4668,67,10,Medium
Login API timeout,3263,78,31,High
Backup delay detected,1318,35,7,Low
Disk usage warning,930,44,9,Low
Payment gateway unavailable,59729,85,86,Critical
Search response degraded,5352,62,22,Medium
SSL expires in 10 days,0,15,0,Informational
Search response degraded,613,63,24,Medium
High error rate detected,11741,81,21,High
Elevated latency observed,9029,58,9,Medium
SSL expires in 10 days,0,19,0,Informational
Payment gateway unavailable,92597,99,86,Critical
Search response degraded,7788,57,10,Medium
Message queue backlog,24145,80,20,High
Authentication service outage,61851,93,85,Critical
Message queue backlog,5090,90,24,High
Elevated latency observed,523,65,28,Medium
High error rate detected,27828,94,34,High
Login API timeout,7211,89,57,High
Disk usage warning,1419,44,2,Low
Memory usage elevated,168,53,1,Low
Payment gateway unavailable,64577,91,89,Critical
Disk usage warning,203,56,0,Low
High error rate detected,14985,92,27,High
Core API crash,79169,90,83,Critical
Search response degraded,6461,60,6,Medium
Regional service degradation,9735,82,22,High
Disk usage warning,1018,42,4,Low
Payment gateway unavailable,63670,86,69,Critical
Intermittent connection issues,4330,58,13,Medium
Core API crash,79033,96,65,Critical
High error rate detected,7754,85,32,High
SSL expires in 10 days,0,25,0,Informational
Elevated latency observed,1954,68,26,Medium
Elevated latency observed,1362,65,7,Medium
Elevated latency observed,2293,71,16,Medium
Cache miss increase,8468,74,12,Medium
Elevated latency observed,3339,81,28,Medium
Capacity report generated,0,14,0,Informational
CPU threshold warning,260,51,7,Low
Capacity report generated,0,15,0,Informational
Monitoring alert review,0,42,0,Informational
Intermittent connection issues,1420,76,14,Medium
Cache miss increase,8468,63,15,Medium
Production database down,42797,99,59,Critical
Backup delay detected,488,67,1,Low
Intermittent connection issues,6257,83,11,Medium
Search response degraded,7150,75,20,Medium
Payment gateway unavailable,15671,85,66,Critical
Production database down,83312,87,73,Critical
Production database down,58430,87,60,Critical
Authentication service outage,87738,98,45,Critical
Routine maintenance notice,0,35,0,Informational
Backup delay detected,1242,38,8,Low
Intermittent connection issues,741,55,24,Medium
Payment gateway unavailable,19099,85,56,Critical
Routine maintenance notice,0,5,0,Informational
Authentication service outage,63886,96,52,Critical
Regional service degradation,19174,85,27,High
Memory usage elevated,1165,38,4,Low
Elevated latency observed,8361,58,14,Medium
Search response degraded,2935,62,12,Medium
CPU threshold warning,1330,65,9,Low
Authentication service outage,77437,87,90,Critical
Intermittent connection issues,3478,62,20,Medium
Authentication service outage,18123,88,93,Critical
Backup delay detected,993,51,9,Low
Search response degraded,9796,67,6,Medium
Backup delay detected,37,49,6,Low
SSL expires in 10 days,0,46,0,Informational
SSL expires in 10 days,0,43,0,Informational
Memory usage elevated,556,54,6,Low
SSL expires in 10 days,0,21,0,Informational
Login API timeout,23444,81,59,High
Production database down,54500,94,40,Critical
CPU threshold warning,128,46,6,Low
High error rate detected,24122,82,51,High
Monitoring alert review,0,37,0,Informational
High error rate detected,11926,89,51,High
Intermittent connection issues,7701,79,27,Medium
Disk usage warning,170,65,6,Low
Backup delay detected,287,35,4,Low
Regional service degradation,23100,79,22,High
Payment gateway unavailable,60738,87,81,Critical
Backup delay detected,1604,72,2,Low
Search response degraded,7471,59,9,Medium
Cache miss increase,5627,66,29,Medium
SSL expires in 10 days,0,6,0,Informational
Elevated latency observed,6414,82,25,Medium
Monitoring alert review,0,7,0,Informational
Monitoring alert review,0,31,0,Informational
Message queue backlog,24671,84,23,High
Memory usage elevated,1968,38,9,Low
Authentication service outage,50119,92,54,Critical
Capacity report generated,0,46,0,Informational
Search response degraded,1294,67,24,Medium
Search response degraded,7970,73,6,Medium
Search response degraded,9109,58,8,Medium
SSL expires in 10 days,0,44,0,Informational
Message queue backlog,12496,82,29,High
Monitoring alert review,0,47,0,Informational
Authentication service outage,84059,86,85,Critical
Intermittent connection issues,9197,79,18,Medium
Elevated latency observed,2114,66,7,Medium
SSL expires in 10 days,0,18,0,Informational
Intermittent connection issues,2526,57,5,Medium
Login API timeout,24113,81,41,High
Monitoring alert review,0,32,0,Informational
Disk usage warning,1474,67,0,Low
Cache miss increase,5275,73,20,Medium
Memory usage elevated,985,40,5,Low
SSL expires in 10 days,0,9,0,Informational
Regional service degradation,18991,82,37,High
Memory usage elevated,916,71,9,Low
Search response degraded,1407,60,16,Medium
Memory usage elevated,105,42,3,Low
Intermittent connection issues,9545,71,7,Medium
Message queue backlog,16138,75,55,High
Search response degraded,8367,66,11,Medium
Message queue backlog,26194,87,36,High
Disk usage warning,1720,66,3,Low
Production database down,81664,88,59,Critical
Backup delay detected,1077,65,7,Low
Search response degraded,4482,80,17,Medium
CPU threshold warning,661,37,8,Low
Search response degraded,8123,62,10,Medium
Authentication service outage,14517,99,63,Critical
Routine maintenance notice,0,47,0,Informational
Memory usage elevated,75,51,9,Low
CPU threshold warning,823,51,6,Low
Intermittent connection issues,6244,81,7,Medium
Search response degraded,8042,72,10,Medium
Login API timeout,8682,94,35,High
Backup delay detected,551,39,4,Low
Intermittent connection issues,5001,77,15,Medium
Payment gateway unavailable,60216,90,57,Critical
SSL expires in 10 days,0,6,0,Informational
Cache miss increase,2491,70,17,Medium
Message queue backlog,12564,79,23,High
Login API timeout,10008,75,47,High
Intermittent connection issues,5320,63,6,Medium
Disk usage warning,1181,35,7,Low
Production database down,71304,93,78,Critical
Elevated latency observed,7403,56,27,Medium
Login API timeout,12125,77,22,High
Backup delay detected,1445,49,1,Low
Memory usage elevated,1569,39,5,Low
Routine maintenance notice,0,24,0,Informational
Search response degraded,5067,74,17,Medium
High error rate detected,24469,77,31,High
Authentication service outage,68373,98,89,Critical
Monitoring alert review,0,8,0,Informational
Disk usage warning,603,45,1,Low
Memory usage elevated,245,35,4,Low
Production database down,62723,89,45,Critical
Payment gateway unavailable,80350,90,85,Critical
Memory usage elevated,766,62,9,Low
Search response degraded,4294,82,25,Medium
Backup delay detected,1816,46,8,Low
Memory usage elevated,1349,71,8,Low
Routine maintenance notice,0,26,0,Informational
Elevated latency observed,6794,63,11,Medium
Routine maintenance notice,0,33,0,Informational
Login API timeout,26959,91,32,High
Disk usage warning,380,60,8,Low
Authentication service outage,29749,95,59,Critical
Routine maintenance notice,0,36,0,Informational
Message queue backlog,29572,91,30,High
Memory usage elevated,114,40,8,Low
SSL expires in 10 days,0,26,0,Informational
Cache miss increase,8182,77,8,Medium
Backup delay detected,1748,59,6,Low
High error rate detected,10680,87,39,High
Disk usage warning,356,58,0,Low
Monitoring alert review,0,23,0,Informational
Backup delay detected,1199,43,7,Low
Core API crash,79598,98,88,Critical
Core API crash,53840,99,86,Critical
Disk usage warning,437,48,1,Low
Login API timeout,18795,85,49,High
Disk usage warning,1024,53,3,Low
Production database down,88306,89,49,Critical
